Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR	P54577	YARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|4|4	10	3	0.00	0.00|0.00|0.01	0|3|5	0.0025	0.0075	0.9606
MTHFR	P0DMV9	HSPA1B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	67|56|65	188	3	0.00	0.00|0.00|0.00	71|45|53	0.0000	0.0000	0.9965
MTHFR	P68366	TUBA4A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|1	5	3	0.04	0.07|0.00|0.00	1|2|1	0.0258	0.0750	0.9246
MTHFR	P54619	PRKAG1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|2	4	3	0.00	0.00|0.00|0.00	2|1|3	0.0008	0.0025	0.9685
MTHFR	Q13112	CHAF1B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	O43237	DYNC1LI2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|1	0.0000	0.0000	0.9965
MTHFR	Q15942	ZYX	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.00	0.00|0.00|0.00	2|2|4	0.0000	0.0000	0.9965
MTHFR	P09651	HNRNPA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	11|36|12	59	3	0.00	0.00|0.00|0.00	46|11|11	0.0000	0.0000	0.9965
MTHFR	Q9Y3U8	RPL36	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|2	4	3	0.01	0.02|0.00|0.02	3|0|1	0.0142	0.0250	0.9387
MTHFR	Q96N67	DOCK7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|0	4	3	0.05	0.09|0.01|0.00	0|1|1	0.0358	0.0925	0.9149
MTHFR	O00629	KPNA4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.01	0.00|0.06|0.00	2|0|0	0.0192	0.0575	0.9336
MTHFR	Q9Y4R8	TELO2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	1|1|2	0.0000	0.0000	0.9965
MTHFR	P40227	CCT6A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	13|10|17	40	3	0.00	0.00|0.00|0.00	15|11|17	0.0000	0.0000	0.9965
MTHFR	Q9HB71	CACYBP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|9|10	31	3	0.00	0.00|0.00|0.00	12|5|11	0.0000	0.0000	0.9965
MTHFR	Q6PD62	CTR9	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	5|0|0	0.0000	0.0000	0.9965
MTHFR	P40222	TXLNA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|2	4	3	0.02	0.04|0.00|0.02	1|0|2	0.0200	0.0375	0.9328
MTHFR	O00148	DDX39A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.9965
MTHFR	O43290	SART1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	7|0|0	0.0000	0.0000	0.9965
MTHFR	P63261	ACTG1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|22|7	36	3	0.00	0.00|0.00|0.00	32|2|9	0.0000	0.0000	0.9965
MTHFR	P53582	METAP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|3	3	3	0.08	0.00|0.00|0.22	1|1|1	0.0742	0.2225	0.8688
MTHFR	Q14527	HLTF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|1	2	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	P00558	PGK1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|5	12	3	0.00	0.00|0.00|0.00	6|2|5	0.0000	0.0000	0.9965
MTHFR	P35527	KRT9	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|15|0	16	3	0.00	0.00|0.02|0.00	2|6|12	0.0067	0.0200	0.9513
MTHFR	P61970	NUTF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q15269	PWP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.00|0.00	8|0|0	0.0008	0.0025	0.9685
MTHFR	P62750	RPL23A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|4|5	12	3	0.00	0.00|0.00|0.00	8|1|5	0.0000	0.0000	0.9965
MTHFR	P18031	PTPN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|0	3	3	0.02	0.02|0.07|0.00	0|1|1	0.0283	0.0675	0.9236
MTHFR	P22392	NME2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|2|2	7	3	0.00	0.00|0.00|0.00	3|2|3	0.0008	0.0025	0.9685
MTHFR	Q5VYK3	ECM29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|3|8	17	3	0.00	0.00|0.00|0.00	9|4|7	0.0000	0.0000	0.9965
MTHFR	P04075	ALDOA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|12|13	37	3	0.00	0.00|0.00|0.00	11|9|13	0.0000	0.0000	0.9965
MTHFR	P61978	HNRNPK	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	10|40|13	63	3	0.00	0.00|0.00|0.00	57|10|13	0.0000	0.0000	0.9965
MTHFR	Q92769	HDAC2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	4|0|0	0.0000	0.0000	0.9965
MTHFR	P84077	ARF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|2	6	3	0.12	0.30|0.00|0.06	1|0|2	0.1208	0.3025	0.8089
MTHFR	Q3ZCM7	TUBB8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.9965
MTHFR	Q15084	PDIA6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.06	0.13|0.02|0.03	2|0|0	0.0600	0.1300	0.8876
MTHFR	Q4G0F5	VPS26B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|3	6	3	0.01	0.00|0.00|0.03	2|2|1	0.0108	0.0325	0.9438
MTHFR	O43318	MAP3K7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|2	4	3	0.00	0.00|0.00|0.01	1|1|2	0.0050	0.0150	0.9550
MTHFR	Q8IUE6	HIST2H2AB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|0	4	3	0.00	0.00|0.00|0.00	6|0|0	0.0000	0.0000	0.9965
MTHFR	P55010	EIF5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.04	0.01|0.07|0.02	1|0|1	0.0350	0.0675	0.9158
MTHFR	Q14247	CTTN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|3|7	12	3	0.00	0.00|0.00|0.00	3|5|8	0.0000	0.0000	0.9965
MTHFR	Q14244	MAP7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|0|3	7	3	0.06	0.20|0.00|0.02	1|1|3	0.0742	0.1975	0.8688
MTHFR	Q9BUF5	TUBB6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|1|4	10	3	0.11	0.27|0.00|0.06	2|0|4	0.1108	0.2675	0.8246
MTHFR	Q14241	ELOA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	4|0|0	0.0017	0.0050	0.9641
MTHFR	Q8IWX8	CHERP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	7|0|0	0.0008	0.0025	0.9685
MTHFR	P52209	PGD	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|4|6	15	3	0.00	0.00|0.00|0.00	3|4|6	0.0000	0.0000	0.9965
MTHFR	P24928	POLR2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.00	0.00|0.00|0.00	7|0|0	0.0008	0.0025	0.9685
MTHFR	Q9Y2R4	DDX52	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	7|0|0	0.0000	0.0000	0.9965
MTHFR	Q00535	CDK5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|1	5	3	0.00	0.00|0.00|0.00	2|2|2	0.0017	0.0050	0.9641
MTHFR	Q3YEC7	RABL6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.06	0.16|0.00|0.02	1|0|0	0.0583	0.1575	0.8897
MTHFR	Q04637	EIF4G1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	15|13|16	44	3	0.00	0.00|0.00|0.00	17|14|23	0.0000	0.0000	0.9965
MTHFR	P0DP24	CALM2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.07	0.05|0.00|0.21	0|0|2	0.0850	0.2075	0.8480
MTHFR	Q69YN4	KIAA1429	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	7|0|0	0.0000	0.0000	0.9965
MTHFR	Q8WYP5	AHCTF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q86U42	PABPN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	7|0|1	0.0000	0.0000	0.9965
MTHFR	Q15428	SF3A2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.04	0.00|0.10|0.00	3|0|0	0.0342	0.1025	0.9169
MTHFR	Q13200	PSMD2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|5	13	3	0.00	0.00|0.00|0.00	5|3|3	0.0000	0.0000	0.9965
MTHFR	Q9UHB9	SRP68	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|3|2	12	3	0.04	0.16|0.00|0.00	6|1|3	0.0517	0.1550	0.8973
MTHFR	Q13206	DDX10	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.03|0.00	3|0|0	0.0092	0.0275	0.9467
MTHFR	P30041	PRDX6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|1	5	3	0.00	0.01|0.01|0.00	3|1|0	0.0058	0.0100	0.9533
MTHFR	P07910	HNRNPC	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|26|6	40	3	0.00	0.00|0.00|0.00	41|6|6	0.0000	0.0000	0.9965
MTHFR	Q01105	SET	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.07	0.00|0.23|0.00	2|0|0	0.0783	0.2350	0.8567
MTHFR	P0C0S5	H2AFZ	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|5|0	7	3	0.00	0.00|0.01|0.00	7|0|2	0.0033	0.0100	0.9584
MTHFR	Q1ED39	KNOP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q9UBM7	DHCR7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.02	0.05|0.00|0.00	2|0|1	0.0183	0.0475	0.9342
MTHFR	O95793	STAU1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|4|7	18	3	0.00	0.01|0.00|0.00	5|3|5	0.0042	0.0075	0.9567
MTHFR	O14559	ARHGAP33	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	P02545	LMNA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|22|0	22	3	0.00	0.00|0.01|0.00	31|0|0	0.0025	0.0075	0.9606
MTHFR	P40429	RPL13A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|6|6	16	3	0.00	0.00|0.00|0.00	6|4|4	0.0000	0.0000	0.9965
MTHFR	Q12830	BPTF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q13838	DDX39B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|8|1	10	3	0.04	0.00|0.09|0.00	9|1|0	0.0292	0.0875	0.9223
MTHFR	Q8N163	CCAR2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|8|10	27	3	0.00	0.00|0.00|0.00	13|5|6	0.0000	0.0000	0.9965
MTHFR	P19105	MYL12A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|8|1	11	3	0.09	0.00|0.38|0.00	6|1|1	0.1267	0.3800	0.8034
MTHFR	Q15393	SF3B3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|21|2	26	3	0.00	0.00|0.00|0.00	30|1|2	0.0000	0.0000	0.9965
MTHFR	A0A075B6S2	IGKV2D-29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|7|11	30	3	0.00	0.00|0.00|0.00	5|10|12	0.0000	0.0000	0.9965
MTHFR	Q9H4L4	SENP3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.03	0.00|0.13|0.00	2|0|0	0.0450	0.1350	0.9061
MTHFR	Q13885	TUBB2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|1|1	0.0000	0.0000	0.9965
MTHFR	Q9NP79	VTA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.9965
MTHFR	Q9BTX1	NDC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|0	3	3	0.01	0.02|0.03|0.00	2|0|0	0.0167	0.0275	0.9359
MTHFR	P05387	RPLP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|6|10	25	3	0.00	0.00|0.00|0.00	10|7|9	0.0000	0.0000	0.9965
MTHFR	Q08AM6	VAC14	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.03	0.00|0.00|0.10	0|0|1	0.0333	0.1000	0.9178
MTHFR	P78346	RPP30	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	P78347	GTF2I	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|0	15	3	0.00	0.00|0.02|0.00	18|0|1	0.0058	0.0175	0.9533
MTHFR	P05388	RPLP0	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|8|8	23	3	0.00	0.00|0.00|0.00	15|6|11	0.0000	0.0000	0.9965
MTHFR	P62979	RPS27A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|7|11	26	3	0.00	0.00|0.00|0.00	13|4|11	0.0000	0.0000	0.9965
MTHFR	Q7Z7K6	CENPV	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	Q04323	UBXN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|1|2	8	3	0.11	0.37|0.00|0.00	3|0|3	0.1242	0.3725	0.8062
MTHFR	Q15006	EMC2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|0|4	8	3	0.04	0.07|0.00|0.06	1|2|3	0.0450	0.0700	0.9054
MTHFR	Q9GZR7	DDX24	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	5|0|0	0.0000	0.0000	0.9965
MTHFR	O00567	NOP56	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|10|0	11	3	0.00	0.00|0.00|0.00	24|0|0	0.0000	0.0000	0.9965
MTHFR	P53396	ACLY	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	11|10|11	32	3	0.00	0.00|0.00|0.00	13|4|9	0.0000	0.0000	0.9965
MTHFR	P07355	ANXA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|5|1	8	3	0.00	0.00|0.00|0.00	8|2|0	0.0000	0.0000	0.9965
MTHFR	P09211	GSTP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|2	8	3	0.00	0.01|0.00|0.00	4|2|1	0.0025	0.0075	0.9606
MTHFR	P20618	PSMB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.00	0.00|0.00|0.00	3|1|3	0.0000	0.0000	0.9965
MTHFR	Q15291	RBBP5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	Q7Z4V5	HDGFL2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	4|0|0	0.0017	0.0050	0.9641
MTHFR	P52272	HNRNPM	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	15|25|12	52	3	0.00	0.00|0.00|0.00	47|11|15	0.0000	0.0000	0.9965
MTHFR	O95453	PARN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	O43347	MSI1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|2	4	3	0.00	0.00|0.00|0.01	2|1|1	0.0042	0.0125	0.9567
MTHFR	Q15008	PSMD6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	3|0|1	0.0000	0.0000	0.9965
MTHFR	P67809	YBX1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|2|3	8	3	0.00	0.00|0.00|0.00	5|1|2	0.0000	0.0000	0.9965
MTHFR	P39656	DDOST	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|3|5	14	3	0.00	0.00|0.00|0.00	5|3|3	0.0017	0.0050	0.9641
MTHFR	P25786	PSMA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|3	7	3	0.00	0.00|0.00|0.00	4|1|3	0.0000	0.0000	0.9965
MTHFR	P25787	PSMA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|3	7	3	0.02	0.01|0.00|0.03	1|1|3	0.0117	0.0275	0.9422
MTHFR	Q15366	PCBP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|7|5	13	3	0.00	0.00|0.00|0.00	6|3|3	0.0000	0.0000	0.9965
MTHFR	P25789	PSMA4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.07	0.00|0.00|0.22	0|1|0	0.0750	0.2250	0.8633
MTHFR	O60573	EIF4E2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.10	0.24|0.00|0.06	1|0|0	0.1017	0.2400	0.8381
MTHFR	Q15365	PCBP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|6|7	17	3	0.00	0.00|0.00|0.00	4|4|6	0.0008	0.0025	0.9685
MTHFR	Q8IXT5	RBM12B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q7L576	CYFIP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.01	0.00|0.02|0.00	2|0|0	0.0067	0.0200	0.9513
MTHFR	Q5VTL8	PRPF38B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	4|0|0	0.0000	0.0000	0.9965
MTHFR	O15226	NKRF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.00|0.00	9|0|0	0.0000	0.0000	0.9965
MTHFR	P41250	GARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	2|0|1	0.0000	0.0000	0.9965
MTHFR	P29401	TKT	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|1	5	3	0.00	0.00|0.00|0.00	6|1|2	0.0000	0.0000	0.9965
MTHFR	Q9UMS4	PRPF19	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|10|0	13	3	0.00	0.00|0.00|0.00	17|0|1	0.0000	0.0000	0.9965
MTHFR	O60343	TBC1D4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.00	0.00|0.00|0.01	0|0|3	0.0050	0.0125	0.9550
MTHFR	O60341	KDM1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	6|0|0	0.0017	0.0050	0.9641
MTHFR	Q9H0S4	DDX47	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	6|0|0	0.0017	0.0050	0.9641
MTHFR	Q8IZH2	XRN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q9P2J5	LARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	10|7|14	31	3	0.00	0.00|0.00|0.00	14|6|15	0.0000	0.0000	0.9965
MTHFR	P35244	RPA3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|0	4	3	0.07	0.02|0.17|0.00	2|1|0	0.0617	0.1675	0.8865
MTHFR	Q10570	CPSF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.00|0.00	8|0|0	0.0000	0.0000	0.9965
MTHFR	P18085	ARF4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.01	0.02|0.00|0.00	2|0|2	0.0058	0.0175	0.9533
MTHFR	P39023	RPL3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|10|8	27	3	0.00	0.00|0.00|0.00	10|4|8	0.0000	0.0000	0.9965
MTHFR	O75436	VPS26A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|1	5	3	0.03	0.08|0.00|0.00	2|1|1	0.0267	0.0775	0.9241
MTHFR	Q9ULW0	TPX2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	4|0|0	0.0000	0.0000	0.9965
MTHFR	Q9UM54	MYO6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.01	0.01|0.00|0.00	3|0|0	0.0050	0.0150	0.9550
MTHFR	O75533	SF3B1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|18|2	20	3	0.00	0.00|0.00|0.00	35|0|1	0.0000	0.0000	0.9965
MTHFR	P61158	ACTR3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|3	9	3	0.02	0.02|0.01|0.04	2|0|3	0.0217	0.0350	0.9308
MTHFR	O75531	BANF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|5|1	7	3	0.06	0.00|0.15|0.00	4|1|1	0.0500	0.1500	0.9003
MTHFR	O75530	EED	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	O75821	EIF3G	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.04	0.04|0.06|0.02	0|2|0	0.0417	0.0650	0.9095
