Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR	Q99879	HIST1H2BM	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|7|2	12	3	0.00	0.00|0.00|0.00	8|2|2	0.0000	0.0000	0.9965
MTHFR	Q16630	CPSF6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.01|0.00	7|0|0	0.0025	0.0075	0.9606
MTHFR	Q969Q0	RPL36AL	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|0	2	3	0.00	0.00|0.00|0.00	2|1|1	0.0000	0.0000	0.9965
MTHFR	Q12888	TP53BP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	Q9BQ39	DDX50	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|6|0	6	3	0.01	0.00|0.04|0.00	8|0|0	0.0117	0.0350	0.9422
MTHFR	Q9P035	HACD3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|4|6	17	3	0.00	0.00|0.00|0.00	6|5|7	0.0000	0.0000	0.9965
MTHFR	Q16658	FSCN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	1|0|2	0.0000	0.0000	0.9965
MTHFR	Q07666	KHDRBS1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|5|0	6	3	0.00	0.00|0.01|0.00	6|1|1	0.0025	0.0075	0.9606
MTHFR	P14923	JUP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	P61221	ABCE1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|4|7	14	3	0.00	0.00|0.00|0.00	8|4|5	0.0000	0.0000	0.9965
MTHFR	O43395	PRPF3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	6|0|0	0.0000	0.0000	0.9965
MTHFR	Q15056	EIF4H	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|1	5	3	0.00	0.00|0.00|0.00	1|3|2	0.0000	0.0000	0.9965
MTHFR	O43390	HNRNPR	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|20|3	26	3	0.00	0.00|0.00|0.00	28|2|3	0.0000	0.0000	0.9965
MTHFR	P05141	SLC25A5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|2|3	9	3	0.00	0.00|0.00|0.00	3|2|3	0.0017	0.0050	0.9641
MTHFR	P12956	XRCC6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|13|2	17	3	0.00	0.00|0.00|0.00	26|1|1	0.0000	0.0000	0.9965
MTHFR	O60832	DKC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|6|0	7	3	0.01	0.00|0.04|0.00	8|0|0	0.0150	0.0450	0.9378
MTHFR	P23526	AHCY	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|4|4	14	3	0.04	0.11|0.00|0.00	5|1|3	0.0358	0.1075	0.9149
MTHFR	P23527	HIST1H2BO	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|1	4	3	0.01	0.00|0.02|0.00	3|1|1	0.0058	0.0175	0.9533
MTHFR	Q9UG63	ABCF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.00	0.00|0.00|0.00	2|1|3	0.0008	0.0025	0.9685
MTHFR	P09874	PARP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	10|42|10	62	3	0.00	0.00|0.00|0.00	64|6|9	0.0000	0.0000	0.9965
MTHFR	Q9UQ35	SRRM2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|0	15	3	0.00	0.00|0.00|0.00	23|0|0	0.0000	0.0000	0.9965
MTHFR	Q15050	RRS1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.00	0.00|0.00|0.00	12|0|0	0.0000	0.0000	0.9965
MTHFR	Q9BWJ5	SF3B5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.04	0.00|0.11|0.00	2|0|0	0.0367	0.1100	0.9140
MTHFR	P27816	MAP4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|9	17	3	0.00	0.00|0.00|0.02	5|3|6	0.0058	0.0175	0.9533
MTHFR	P22061	PCMT1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.00	0.00|0.00|0.00	2|0|5	0.0000	0.0000	0.9965
MTHFR	Q9Y221	NIP7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	5|0|0	0.0000	0.0000	0.9965
MTHFR	P11388	TOP2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|14|0	14	3	0.00	0.00|0.00|0.00	24|0|0	0.0000	0.0000	0.9965
MTHFR	Q14978	NOLC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|7|0	7	3	0.00	0.00|0.00|0.00	11|0|0	0.0017	0.0050	0.9641
MTHFR	Q9Y224	C14ORF166	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|5|5	14	3	0.00	0.00|0.00|0.00	11|3|2	0.0000	0.0000	0.9965
MTHFR	O75151	PHF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.01|0.00	2|0|0	0.0050	0.0150	0.9550
MTHFR	Q9Y383	LUC7L2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.09	0.00|0.22|0.00	2|0|0	0.0750	0.2250	0.8633
MTHFR	O60506	SYNCRIP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|10|3	16	3	0.00	0.00|0.00|0.00	16|1|4	0.0000	0.0000	0.9965
MTHFR	Q9NVA2	SEPT11	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.9965
MTHFR	P11586	MTHFD1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	22|20|20	62	3	0.00	0.00|0.00|0.00	26|13|19	0.0000	0.0000	0.9965
MTHFR	Q7Z7A3	CTU1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.05	0.00|0.00|0.17	0|0|1	0.0567	0.1700	0.8932
MTHFR	Q8WWK9	CKAP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|1	3	3	0.01	0.00|0.03|0.02	1|0|1	0.0167	0.0300	0.9359
MTHFR	Q53HL2	CDCA8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.04	0.00|0.12|0.00	1|0|0	0.0408	0.1225	0.9105
MTHFR	P60228	EIF3E	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|1|5	12	3	0.00	0.00|0.00|0.00	6|2|5	0.0000	0.0000	0.9965
MTHFR	P62269	RPS18	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|7|10	29	3	0.00	0.00|0.00|0.00	14|8|10	0.0000	0.0000	0.9965
MTHFR	P19387	POLR2C	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	6|0|0	0.0000	0.0000	0.9965
MTHFR	Q14690	PDCD11	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|11|0	11	3	0.00	0.00|0.00|0.00	25|0|0	0.0000	0.0000	0.9965
MTHFR	Q14692	BMS1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.00	0.00|0.00|0.00	8|0|0	0.0017	0.0050	0.9641
MTHFR	Q15717	ELAVL1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|13|1	18	3	0.00	0.00|0.00|0.00	17|2|2	0.0000	0.0000	0.9965
MTHFR	P07814	EPRS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	13|9|13	35	3	0.00	0.00|0.00|0.00	21|6|16	0.0000	0.0000	0.9965
MTHFR	P57053	H2BFS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|7|2	12	3	0.00	0.00|0.00|0.00	8|2|2	0.0000	0.0000	0.9965
MTHFR	P62834	RAP1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.00	0.00|0.00|0.00	1|2|2	0.0025	0.0050	0.9606
MTHFR	P35268	RPL22	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|1	5	3	0.04	0.07|0.03|0.01	2|0|1	0.0375	0.0725	0.9134
MTHFR	P0CG47	UBB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|7|11	26	3	0.00	0.00|0.00|0.00	13|4|11	0.0000	0.0000	0.9965
MTHFR	O75400	PRPF40A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.00|0.00	8|0|0	0.0017	0.0050	0.9641
MTHFR	P46779	RPL28	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|5	13	3	0.00	0.00|0.00|0.00	4|4|3	0.0008	0.0025	0.9685
MTHFR	P23284	PPIB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|2|4	11	3	0.26	0.58|0.00|0.22	2|1|2	0.2708	0.5850	0.6627
MTHFR	Q07812	BAX	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|4	8	3	0.01	0.01|0.00|0.06	2|1|3	0.0250	0.0650	0.9248
MTHFR	Q16695	HIST3H3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|19|6	31	3	0.00	0.00|0.00|0.00	24|8|5	0.0000	0.0000	0.9965
MTHFR	O14818	PSMA7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|4	7	3	0.02	0.00|0.00|0.09	2|2|2	0.0308	0.0900	0.9211
MTHFR	P20340	RAB6A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.9965
MTHFR	Q9NX58	LYAR	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	6|0|0	0.0000	0.0000	0.9965
MTHFR	P09234	SNRPC	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.04	0.00|0.13|0.00	2|0|0	0.0425	0.1275	0.9089
MTHFR	P52434	POLR2H	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.07	0.00|0.19|0.00	1|0|0	0.0650	0.1950	0.8842
MTHFR	P36873	PPP1CC	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.9965
MTHFR	P04350	TUBB4A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|1|1	6	3	0.08	0.19|0.00|0.00	4|0|1	0.0650	0.1950	0.8842
MTHFR	P60866	RPS20	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|2	10	3	0.00	0.00|0.00|0.00	7|1|3	0.0000	0.0000	0.9965
MTHFR	Q15907	RAB11B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|3	6	3	0.04	0.01|0.00|0.11	2|1|1	0.0417	0.1100	0.9099
MTHFR	Q9BZZ5	API5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|6|0	6	3	0.00	0.00|0.00|0.00	10|0|0	0.0017	0.0050	0.9641
MTHFR	Q5JWF2	GNAS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|1|2	0.0000	0.0000	0.9965
MTHFR	Q8IY81	FTSJ3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|9|0	9	3	0.00	0.00|0.00|0.00	17|0|0	0.0000	0.0000	0.9965
MTHFR	Q86U86	PBRM1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	5|0|0	0.0000	0.0000	0.9965
MTHFR	Q8NC51	SERBP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|6|5	17	3	0.00	0.00|0.00|0.00	9|2|6	0.0000	0.0000	0.9965
MTHFR	P18754	RCC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	10|0|0	0.0000	0.0000	0.9965
MTHFR	P61313	RPL15	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|5|5	15	3	0.00	0.00|0.00|0.00	7|3|4	0.0000	0.0000	0.9965
MTHFR	P09429	HMGB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|0	4	3	0.00	0.00|0.00|0.00	4|1|1	0.0000	0.0000	0.9965
MTHFR	P25705	ATP5A1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|0	3	3	0.00	0.00|0.00|0.00	4|0|1	0.0000	0.0000	0.9965
MTHFR	O15212	PFDN6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	1|0|2	0.0000	0.0000	0.9965
MTHFR	P36578	RPL4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	13|10|11	34	3	0.00	0.00|0.00|0.00	15|9|15	0.0000	0.0000	0.9965
MTHFR	P78371	CCT2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	20|16|20	56	3	0.00	0.00|0.00|0.00	24|15|22	0.0000	0.0000	0.9965
MTHFR	Q9P2K5	MYEF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.01	0.00|0.04|0.00	2|0|0	0.0125	0.0375	0.9409
MTHFR	Q9Y314	NOSIP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.00	0.00|0.00|0.00	3|0|2	0.0008	0.0025	0.9685
MTHFR	Q6STE5	SMARCD3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	3|0|0	0.0000	0.0000	0.9965
MTHFR	Q9NR31	SAR1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|2	3	3	0.00	0.00|0.00|0.00	1|2|2	0.0017	0.0050	0.9641
MTHFR	Q05639	EEF1A2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|2	8	3	0.00	0.00|0.00|0.00	3|2|2	0.0008	0.0025	0.9685
MTHFR	O00139	KIF2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.01	0.00|0.04|0.00	1|0|0	0.0133	0.0400	0.9402
MTHFR	P46776	RPL27A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|3	9	3	0.00	0.00|0.00|0.00	4|3|3	0.0000	0.0000	0.9965
MTHFR	P46777	RPL5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.00	0.00|0.00|0.00	7|1|3	0.0000	0.0000	0.9965
MTHFR	Q8IX01	SUGP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.00	0.00|0.00|0.00	8|0|0	0.0008	0.0025	0.9685
MTHFR	Q99832	CCT7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|8|9	24	3	0.00	0.00|0.00|0.00	11|9|9	0.0000	0.0000	0.9965
MTHFR	P46778	RPL21	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|2|6	14	3	0.00	0.00|0.00|0.00	7|2|6	0.0000	0.0000	0.9965
MTHFR	P11021	HSPA5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|10|7	25	3	0.00	0.00|0.00|0.00	15|5|3	0.0000	0.0000	0.9965
MTHFR	Q9BRA2	TXNDC17	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.9965
MTHFR	Q8WXF1	PSPC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	6|0|0	0.0000	0.0000	0.9965
MTHFR	Q13557	CAMK2D	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|0	2	3	0.01	0.04|0.00|0.00	0|0|3	0.0142	0.0425	0.9381
MTHFR	P84103	SRSF3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.00	0.00|0.00|0.00	9|0|0	0.0017	0.0050	0.9641
MTHFR	Q13555	CAMK2G	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	1|0|1	0.0000	0.0000	0.9965
MTHFR	Q8TAQ2	SMARCC2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.00	0.00|0.00|0.00	4|0|0	0.0000	0.0000	0.9965
MTHFR	P43487	RANBP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|6|5	16	3	0.00	0.00|0.00|0.00	5|5|6	0.0000	0.0000	0.9965
MTHFR	Q13435	SF3B2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|14|0	14	3	0.00	0.00|0.00|0.00	21|0|0	0.0000	0.0000	0.9965
MTHFR	Q9BQ67	GRWD1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.05	0.00|0.17|0.00	2|0|0	0.0583	0.1750	0.8892
MTHFR	O75475	PSIP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.00	0.00|0.00|0.00	14|0|0	0.0000	0.0000	0.9965
MTHFR	Q14974	KPNB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|12|5	21	3	0.01	0.00|0.02|0.00	10|3|3	0.0067	0.0200	0.9513
MTHFR	Q96GD0	PDXP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|1	0.0000	0.0000	0.9965
MTHFR	Q9H583	HEATR1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|11|0	11	3	0.00	0.00|0.00|0.00	21|0|0	0.0000	0.0000	0.9965
MTHFR	Q9NRW1	RAB6B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.9965
MTHFR	Q9Y490	TLN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|8|4	18	3	0.00	0.00|0.00|0.00	13|2|7	0.0000	0.0000	0.9965
MTHFR	P06576	ATP5B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.9965
MTHFR	Q7L014	DDX46	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|7|0	7	3	0.00	0.00|0.00|0.00	11|0|0	0.0008	0.0025	0.9685
MTHFR	O75477	ERLIN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.9965
MTHFR	Q9BXJ9	NAA15	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|0	2	3	0.00	0.00|0.00|0.00	2|0|1	0.0000	0.0000	0.9965
MTHFR	Q6P2Q9	PRPF8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|41|2	46	3	0.00	0.00|0.00|0.00	74|0|3	0.0000	0.0000	0.9965
MTHFR	P35637	FUS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	7|0|0	0.0000	0.0000	0.9965
MTHFR	P05455	SSB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|12|1	14	3	0.00	0.00|0.01|0.00	16|0|1	0.0025	0.0075	0.9606
MTHFR	Q96DI7	SNRNP40	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.00	0.00|0.00|0.00	9|0|0	0.0000	0.0000	0.9965
MTHFR	P60900	PSMA6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|2	5	3	0.01	0.01|0.00|0.02	2|1|1	0.0117	0.0200	0.9422
MTHFR	Q92974	ARHGEF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|2|5	13	3	0.00	0.00|0.00|0.00	7|2|3	0.0000	0.0000	0.9965
MTHFR	Q93079	HIST1H2BH	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|7|2	12	3	0.00	0.00|0.00|0.00	8|2|2	0.0017	0.0050	0.9641
MTHFR	Q92973	TNPO1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|5|2	8	3	0.05	0.00|0.19|0.00	2|1|2	0.0633	0.1900	0.8848
MTHFR	P62258	YWHAE	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|6|7	16	3	0.00	0.00|0.00|0.00	4|4|5	0.0008	0.0025	0.9685
MTHFR	Q05048	CSTF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.07	0.00|0.22|0.00	2|0|0	0.0750	0.2250	0.8633
MTHFR	P12004	PCNA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.00	0.00|0.00|0.00	5|0|1	0.0008	0.0025	0.9685
MTHFR	Q8ND56	LSM14A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|2	6	3	0.02	0.02|0.00|0.02	1|2|1	0.0142	0.0225	0.9387
MTHFR	Q7Z739	YTHDF3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	1|0|1	0.0000	0.0000	0.9965
MTHFR	Q9UJX3	ANAPC7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|1	3	3	0.00	0.00|0.02|0.00	3|0|0	0.0067	0.0200	0.9513
MTHFR	Q92979	EMG1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.10	0.00|0.29|0.00	3|0|0	0.0983	0.2950	0.8409
Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR_T34A	P54577	YARS	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|5	10	3	0.04	0.00|0.00|0.10	0|3|5	0.0333	0.0975	0.8461
MTHFR_T34A	P0DMV9	HSPA1B	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	71|54|60	185	3	0.00	0.00|0.00|0.00	71|45|53	0.0000	0.0000	0.9926
MTHFR_T34A	P68366	TUBA4A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|2	7	3	0.12	0.25|0.09|0.04	1|2|1	0.1242	0.2475	0.7721
MTHFR_T34A	P54619	PRKAG1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|3	6	3	0.01	0.00|0.00|0.02	2|1|3	0.0083	0.0225	0.8836
MTHFR_T34A	O43237	DYNC1LI2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|0	2	3	0.12	0.38|0.00|0.00	0|0|1	0.1258	0.3775	0.7693
MTHFR_T34A	Q15942	ZYX	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.00	0.00|0.00|0.00	2|2|4	0.0000	0.0000	0.9926
MTHFR_T34A	P09651	HNRNPA1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	10|14|9	33	3	0.00	0.00|0.00|0.00	46|11|11	0.0000	0.0000	0.9926
MTHFR_T34A	Q9Y3U8	RPL36	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|2	4	3	0.05	0.09|0.00|0.05	3|0|1	0.0467	0.0875	0.8342
MTHFR_T34A	Q96N67	DOCK7	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|2|1	5	3	0.16	0.17|0.25|0.03	0|1|1	0.1500	0.2500	0.7349
