Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR	P49368	CCT3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|12|11	35	3	0.98	0.98|0.98|0.98	0|0|0	0.9808	0.9825	0.0102
MTHFR	Q6UWE0	LRSAM1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P32119	PRDX2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|6|7	21	3	0.98	0.99|0.98|0.99	0|0|0	0.9875	0.9925	0.0069
MTHFR	Q9Y2X3	NOP58	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|9|0	9	3	0.36	0.00|0.96|0.00	0|0|0	0.3217	0.9650	0.1813
MTHFR	Q8IWZ3	ANKHD1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.20	0.26|0.00|0.38	0|0|0	0.2150	0.3825	0.3641
MTHFR	P05023	ATP1A1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.25	0.00|0.67|0.00	0|0|0	0.2225	0.6675	0.3622
MTHFR	P11387	TOP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|13|2	19	3	0.00	0.00|0.00|0.00	4|0|1	0.0008	0.0025	0.4207
MTHFR	Q9P0M6	H2AFY2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.26	0.00|0.83|0.00	0|0|0	0.2758	0.8275	0.3198
MTHFR	Q14684	RRP1B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.26	0.00|0.88|0.00	0|0|0	0.2917	0.8750	0.2869
MTHFR	Q99497	PARK7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|0	3	3	0.02	0.06|0.03|0.00	2|0|0	0.0308	0.0625	0.4069
MTHFR	Q14683	SMC1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|0	15	3	0.47	0.45|0.98|0.00	0|0|0	0.4783	0.9800	0.1402
MTHFR	P26196	DDX6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|5|5	13	3	0.98	0.98|0.98|0.98	0|0|0	0.9842	0.9850	0.0087
MTHFR	P43246	MSH2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.23	0.00|0.72|0.00	0|0|0	0.2392	0.7175	0.3554
MTHFR	O95782	AP2A1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.28	0.00|0.75|0.00	0|0|0	0.2492	0.7475	0.3481
MTHFR	P28482	MAPK1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q6ZNB6	NFXL1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P06493	CDK1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|4	11	3	0.17	0.19|0.14|0.19	1|0|0	0.1758	0.1950	0.3766
MTHFR	O60841	EIF5B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|0|2	7	3	0.65	0.96|0.00|0.84	0|0|0	0.5992	0.9600	0.0945
MTHFR	Q9Y3I0	RTCB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|5	13	3	0.98	0.98|0.97|0.98	0|0|0	0.9775	0.9800	0.0130
MTHFR	Q9BUQ8	DDX23	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.25	0.00|0.78|0.00	0|0|0	0.2617	0.7850	0.3337
MTHFR	P08238	HSP90AB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	20|15|26	61	3	0.23	0.28|0.03|0.41	3|0|0	0.2408	0.4125	0.3535
MTHFR	P84243	H3F3A;H3F3B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|19|6	31	3	0.00	0.00|0.00|0.00	5|5|2	0.0000	0.0000	0.8885
MTHFR	P62829	RPL23	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	13|6|7	26	3	0.50	0.77|0.20|0.55	1|0|0	0.5083	0.7675	0.1314
MTHFR	Q6P1J9	CDC73	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.30	0.00|0.91|0.00	0|0|0	0.3050	0.9150	0.2501
MTHFR	Q13247	SRSF6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|6|0	6	3	0.31	0.00|0.95|0.00	0|0|0	0.3158	0.9475	0.2065
MTHFR	Q6PKG0	LARP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|3	3	3	0.28	0.00|0.00|0.83	0|0|0	0.2775	0.8325	0.3161
MTHFR	P62820	RAB1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q1KMD3	HNRNPUL2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.25	0.00|0.89|0.00	0|0|0	0.2958	0.8875	0.2760
MTHFR	P62826	RAN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|9|5	19	3	0.00	0.00|0.00|0.00	3|2|2	0.0000	0.0000	0.8885
MTHFR	P06732	CKM	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P07305	H1F0	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.92	0.92|0.95|0.90	0|0|0	0.9258	0.9500	0.0313
MTHFR	P51858	HDGF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.31	0.00|0.89|0.00	0|0|0	0.2975	0.8925	0.2704
MTHFR	Q9Y4W2	LAS1L	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.31	0.00|0.84|0.00	0|0|0	0.2817	0.8450	0.3102
MTHFR	P18583	SON	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|6|0	6	3	0.21	0.00|0.63|0.00	0|0|0	0.2117	0.6350	0.3661
MTHFR	P52701	MSH6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q13409	DYNC1I2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.93	0.90|0.97|0.93	0|0|0	0.9317	0.9700	0.0289
MTHFR	Q8TCJ2	STT3B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.48	0.83|0.00|0.73	0|0|0	0.5217	0.8350	0.1279
MTHFR	O95983	MBD3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	O43913	ORC5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P63162	SNRPN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.93	0.91|0.95|0.91	0|0|0	0.9267	0.9550	0.0305
MTHFR	Q9Y6G9	DYNC1LI1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|3	7	3	0.96	0.97|0.96|0.97	0|0|0	0.9683	0.9725	0.0159
MTHFR	P63208	SKP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UHV9	PFDN2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|4|5	16	3	0.98	0.99|0.97|0.98	0|0|0	0.9808	0.9900	0.0102
MTHFR	O00422	SAP18	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|6|0	6	3	0.32	0.00|0.94|0.00	0|0|0	0.3150	0.9450	0.2113
MTHFR	Q5T8P6	RBM26	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.25	0.00|0.72|0.00	0|0|0	0.2392	0.7175	0.3554
MTHFR	O15347	HMGB3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.31	0.00|0.90|0.00	0|0|0	0.3017	0.9050	0.2581
MTHFR	P46013	MKI67	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|21|0	21	3	0.29	0.00|0.87|0.00	0|0|0	0.2900	0.8700	0.2910
MTHFR	Q9BZE4	GTPBP4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|12|0	12	3	0.29	0.00|0.98|0.00	0|0|0	0.3283	0.9850	0.1613
MTHFR	Q92598	HSPH1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|2	5	3	0.92	0.93|0.93|0.94	0|0|0	0.9333	0.9400	0.0279
MTHFR	P33993	MCM7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|10|3	19	3	0.99	0.99|0.99|0.98	0|0|0	0.9900	0.9925	0.0053
MTHFR	P33991	MCM4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P12081	HARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q92616	GCN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	14|7|21	42	3	0.95	0.99|0.88|1.00	0|0|0	0.9575	0.9950	0.0195
MTHFR	Q92615	LARP4B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|2|6	14	3	0.94	0.98|0.85|0.98	0|0|0	0.9375	0.9800	0.0267
MTHFR	Q92614	MYO18A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P47914	RPL29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|1	5	3	0.94	0.90|0.94|0.91	0|0|0	0.9192	0.9425	0.0344
MTHFR	Q99661	KIF2C	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UN37	VPS4A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P53680	AP2S1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.91	0.91|0.88|0.89	0|0|0	0.8967	0.9150	0.0417
MTHFR	Q9NXF1	TEX10	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|9|0	9	3	0.33	0.00|0.95|0.00	0|0|0	0.3183	0.9550	0.1951
MTHFR	P42677	RPS27	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q15417	CNN3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.34	0.00|0.00|0.92	0|0|0	0.3067	0.9200	0.2432
MTHFR	P15531	NME1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|4	10	3	0.97	0.97|0.97|0.97	0|0|0	0.9700	0.9750	0.0154
MTHFR	P47755	CAPZA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P49756	RBM25	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|7|0	7	3	0.32	0.00|0.94|0.00	0|0|0	0.3150	0.9450	0.2113
MTHFR	P15927	RPA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P78549	NTHL1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P30876	POLR2B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|6|1	11	3	0.92	0.98|0.96|0.81	0|0|0	0.9192	0.9850	0.0341
MTHFR	P15924	DSP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|7|1	9	3	0.69	0.62|0.82|0.62	0|0|0	0.6867	0.8225	0.0518
MTHFR	Q15654	TRIP6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UBQ0	VPS29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|2	5	3	0.94	0.94|0.89|0.95	0|0|0	0.9275	0.9500	0.0304
MTHFR	P53041	PPP5C	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|2	4	3	0.61	0.90|0.00|0.92	0|0|0	0.6083	0.9225	0.0805
MTHFR	P06753	TPM3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.92	0.90|0.95|0.92	0|0|0	0.9275	0.9550	0.0299
MTHFR	Q96KC8	DNAJC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.58	0.90|0.00|0.79	0|0|0	0.5633	0.9000	0.1156
MTHFR	P49591	SARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|4|4	14	3	0.98	0.99|0.98|0.98	0|0|0	0.9842	0.9875	0.0087
MTHFR	P08243	ASNS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.90	0.95|0.84|0.91	0|0|0	0.9033	0.9550	0.0393
MTHFR	Q13428	TCOF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|11|0	11	3	0.35	0.00|0.93|0.00	0|0|0	0.3100	0.9300	0.2296
MTHFR	O43660	PLRG1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.31	0.00|0.92|0.00	0|0|0	0.3058	0.9175	0.2460
MTHFR	Q9Y3F4	STRAP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|4	11	3	0.97	0.97|0.97|0.97	0|0|0	0.9725	0.9750	0.0146
MTHFR	P62081	RPS7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	11|7|14	32	3	0.40	0.56|0.05|0.64	1|0|1	0.4142	0.6375	0.1495
MTHFR	Q16204	CCDC6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|2	3	3	0.54	0.00|0.75|0.90	0|0|0	0.5483	0.9000	0.1203
MTHFR	P62241	RPS8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|6|7	20	3	0.15	0.20|0.04|0.18	3|0|0	0.1392	0.1975	0.3829
MTHFR	P46060	RANGAP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|8|7	21	3	0.04	0.04|0.02|0.04	1|0|1	0.0367	0.0450	0.4051
MTHFR	Q9NY93	DDX56	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.25	0.00|0.79|0.00	0|0|0	0.2633	0.7900	0.3322
MTHFR	P62244	RPS15A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|3|6	15	3	0.00	0.00|0.00|0.00	4|0|1	0.0017	0.0050	0.4195
MTHFR	Q96CT7	CCDC124	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.63	0.90|0.00|0.94	0|0|0	0.6167	0.9450	0.0732
MTHFR	Q96F86	EDC3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|0	4	3	0.60	0.82|0.89|0.00	0|0|0	0.5708	0.8925	0.1143
MTHFR	P50750	CDK9	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P50454	SERPINH1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|2	5	3	0.02	0.04|0.01|0.03	2|0|0	0.0283	0.0375	0.4081
MTHFR	P62249	RPS16	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	14|6|9	29	3	0.00	0.00|0.00|0.00	4|1|4	0.0000	0.0000	0.8885
MTHFR	Q01085	TIAL1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.34	0.00|0.94|0.00	0|0|0	0.3125	0.9375	0.2206
MTHFR	Q9UNH7	SNX6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P12236	SLC25A6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.8885
MTHFR	O60749	SNX2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|2|6	11	3	0.95	0.97|0.94|0.97	0|0|0	0.9600	0.9725	0.0182
MTHFR	P42766	RPL35	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|4	10	3	0.97	0.97|0.96|0.97	0|0|0	0.9683	0.9750	0.0159
MTHFR	P22087	FBL	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|1	16	3	0.83	0.76|0.98|0.79	0|0|0	0.8475	0.9825	0.0473
MTHFR	Q9H0D6	XRN2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|9|0	9	3	0.33	0.00|0.97|0.00	0|0|0	0.3225	0.9675	0.1778
MTHFR	P68371	TUBB4B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|2	6	3	0.01	0.01|0.00|0.01	0|1|1	0.0075	0.0125	0.4141
MTHFR	O43143	DHX15	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|0	15	3	0.55	0.63|0.99|0.00	0|0|0	0.5408	0.9875	0.1217
MTHFR	Q9UHD1	CHORDC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|3	6	3	0.94	0.94|0.88|0.96	0|0|0	0.9300	0.9600	0.0292
MTHFR	Q6NUQ4	TMEM214	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|0	3	3	0.47	0.89|0.59|0.00	0|0|0	0.4942	0.8925	0.1350
MTHFR	Q9Y3T9	NOC2L	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.22	0.00|0.62|0.00	0|0|0	0.2067	0.6200	0.3671
MTHFR	P67775	PPP2CA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P05198	EIF2S1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|2	9	3	0.97	0.97|0.97|0.97	0|0|0	0.9725	0.9725	0.0146
MTHFR	Q86XP3	DDX42	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.25	0.00|0.84|0.00	0|0|0	0.2800	0.8400	0.3129
MTHFR	P61204	ARF3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|2	6	3	0.91	0.94|0.88|0.92	0|0|0	0.9158	0.9400	0.0355
MTHFR	P61011	SRP54	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|2	5	3	0.94	0.91|0.95|0.96	0|0|0	0.9408	0.9600	0.0247
MTHFR	Q92900	UPF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|4|10	26	3	0.97	1.00|0.94|1.00	0|0|0	0.9767	0.9975	0.0131
MTHFR	Q5QJE6	DNTTIP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.26	0.00|0.73|0.00	0|0|0	0.2450	0.7350	0.3515
MTHFR	Q8IYB3	SRRM1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|4|0	6	3	0.24	0.38|0.39|0.00	1|0|0	0.2575	0.3875	0.3377
MTHFR	Q13895	BYSL	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.27	0.00|0.82|0.00	0|0|0	0.2742	0.8225	0.3219
MTHFR	P53618	COPB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|3|4	12	3	0.99	1.00|0.98|1.00	0|0|0	0.9925	0.9975	0.0036
MTHFR	Q99613	EIF3C	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|4|3	12	3	0.97	0.98|0.98|0.98	0|0|0	0.9800	0.9850	0.0110
MTHFR	P53999	SUB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.27	0.00|0.93|0.00	0|0|0	0.3092	0.9275	0.2340
MTHFR	P61964	WDR5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.27	0.00|0.88|0.00	0|0|0	0.2933	0.8800	0.2809
MTHFR	P26368	U2AF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.33	0.00|0.93|0.00	0|0|0	0.3100	0.9300	0.2296
MTHFR	P18124	RPL7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|9|9	25	3	0.98	0.98|0.98|0.99	0|0|0	0.9850	0.9900	0.0078
MTHFR	Q14126	DSG2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UBX3	SLC25A10	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q15843	NEDD8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P24666	ACP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q14980	NUMA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|24|0	24	3	0.32	0.00|0.96|0.00	0|0|0	0.3200	0.9600	0.1874
MTHFR	P17480	UBTF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.26	0.00|0.88|0.00	0|0|0	0.2950	0.8850	0.2779
MTHFR	P50990	CCT8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	15|14|17	46	3	1.00	1.00|1.00|1.00	0|0|0	0.9967	0.9975	0.0014
MTHFR	O75534	CSDE1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|3|7	15	3	0.99	0.99|0.98|1.00	0|0|0	0.9900	0.9950	0.0053
MTHFR	Q8TEX9	IPO4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|4	6	3	0.57	0.87|0.00|0.94	0|0|0	0.6025	0.9400	0.0904
MTHFR	P34932	HSPA4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|0|3	7	3	0.62	0.93|0.00|0.90	0|0|0	0.6117	0.9325	0.0783
MTHFR	P51149	RAB7A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|4|3	8	3	0.04	0.03|0.04|0.05	2|0|0	0.0442	0.0550	0.4039
MTHFR	P51665	PSMD7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|3	6	3	0.95	0.93|0.96|0.96	0|0|0	0.9542	0.9650	0.0204
MTHFR	O94813	SLIT2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P53621	COPA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	14|4|15	33	3	0.97	1.00|0.93|1.00	0|0|0	0.9775	1.0000	0.0121
