Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR	O43290	SART1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.20	0.00|0.64|0.00	0|0|0	0.2125	0.6375	0.3651
MTHFR	P63261	ACTG1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|22|7	36	3	0.00	0.00|0.00|0.00	3|1|5	0.0017	0.0050	0.4195
MTHFR	P53582	METAP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|3	3	3	0.33	0.00|0.00|0.95	0|0|0	0.3158	0.9475	0.2065
MTHFR	Q14527	HLTF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P00558	PGK1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|5	12	3	0.98	0.98|0.98|0.98	0|0|0	0.9833	0.9850	0.0091
MTHFR	P35527	KRT9	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|15|0	16	3	0.00	0.00|0.00|0.00	12|11|2	0.0000	0.0000	0.8885
MTHFR	P61970	NUTF2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q15269	PWP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.29	0.00|0.83|0.00	0|0|0	0.2775	0.8325	0.3161
MTHFR	P62753	RPS6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|3|2	9	3	0.96	0.96|0.96|0.95	0|0|0	0.9592	0.9650	0.0186
MTHFR	P62750	RPL23A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|4|5	12	3	0.21	0.20|0.09|0.37	1|0|0	0.2225	0.3675	0.3617
MTHFR	P18031	PTPN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|0	3	3	0.60	0.87|0.89|0.00	0|0|0	0.5875	0.8950	0.1078
MTHFR	P22392	NME2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|2|2	7	3	0.94	0.94|0.93|0.94	0|0|0	0.9375	0.9450	0.0266
MTHFR	Q5VYK3	ECM29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|3|8	17	3	0.98	1.00|0.94|1.00	0|0|0	0.9817	1.0000	0.0094
MTHFR	P04075	ALDOA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|12|13	37	3	0.99	0.99|0.98|0.99	0|0|0	0.9883	0.9925	0.0063
MTHFR	P61978	HNRNPK	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	10|40|13	63	3	0.00	0.00|0.00|0.00	6|4|3	0.0000	0.0000	0.8885
MTHFR	Q92769	HDAC2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P84077	ARF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|2	6	3	0.92	0.96|0.87|0.95	0|0|0	0.9242	0.9575	0.0317
MTHFR	Q3ZCM7	TUBB8	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q4G0F5	VPS26B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|3	6	3	0.95	0.92|0.95|0.95	0|0|0	0.9417	0.9550	0.0245
MTHFR	O43318	MAP3K7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|2	4	3	0.90	0.92|0.84|0.94	0|0|0	0.9025	0.9425	0.0395
MTHFR	Q8IUE6	HIST2H2AB	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|0	4	3	0.62	0.91|0.94|0.00	0|0|0	0.6150	0.9350	0.0740
MTHFR	P55010	EIF5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.91	0.91|0.95|0.90	0|0|0	0.9208	0.9500	0.0332
MTHFR	Q14247	CTTN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|3|7	12	3	0.98	0.98|0.98|0.99	0|0|0	0.9842	0.9900	0.0087
MTHFR	Q14244	MAP7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|0|3	7	3	0.62	0.96|0.00|0.91	0|0|0	0.6250	0.9600	0.0665
MTHFR	Q9BUF5	TUBB6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|1|4	10	3	0.90	0.96|0.76|0.96	0|0|0	0.8917	0.9600	0.0430
MTHFR	Q14241	ELOA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.21	0.00|0.68|0.00	0|0|0	0.2258	0.6775	0.3607
MTHFR	Q8IWX8	CHERP	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.25	0.00|0.71|0.00	0|0|0	0.2367	0.7100	0.3564
MTHFR	P52209	PGD	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|4|6	15	3	1.00	1.00|1.00|1.00	0|0|0	0.9967	0.9975	0.0014
MTHFR	P24928	POLR2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|5|0	5	3	0.21	0.00|0.67|0.00	0|0|0	0.2233	0.6700	0.3612
MTHFR	Q9Y2R4	DDX52	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.23	0.00|0.77|0.00	0|0|0	0.2575	0.7725	0.3377
MTHFR	Q00535	CDK5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|1	5	3	0.96	0.94|0.98|0.95	0|0|0	0.9558	0.9825	0.0198
MTHFR	Q3YEC7	RABL6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.00	0.00|0.00|0.00	4|0|0	0.0000	0.0000	0.8885
MTHFR	Q04637	EIF4G1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	15|13|16	44	3	1.00	1.00|1.00|1.00	0|0|0	1.0000	1.0000	0.0000
MTHFR	P0DP24	CALM2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.59	0.87|0.00|0.92	0|0|0	0.5975	0.9250	0.0958
MTHFR	Q69YN4	KIAA1429	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q8WYP5	AHCTF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q86U42	PABPN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.30	0.00|0.86|0.00	0|0|0	0.2875	0.8625	0.2945
MTHFR	Q15428	SF3A2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.32	0.00|0.88|0.00	0|0|0	0.2942	0.8825	0.2797
MTHFR	Q13200	PSMD2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|4|5	13	3	0.99	0.99|0.98|0.99	0|0|0	0.9875	0.9900	0.0069
MTHFR	Q9UHB9	SRP68	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|3|2	12	3	0.98	0.98|0.97|0.97	0|0|0	0.9767	0.9825	0.0133
MTHFR	Q13206	DDX10	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.27	0.00|0.75|0.00	0|0|0	0.2508	0.7525	0.3467
MTHFR	P30041	PRDX6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|1	5	3	0.92	0.91|0.94|0.91	0|0|0	0.9175	0.9350	0.0350
MTHFR	P07910	HNRNPC	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|26|6	40	3	0.10	0.04|0.26|0.01	2|2|0	0.1058	0.2650	0.3900
MTHFR	Q01105	SET	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.30	0.00|0.93|0.00	0|0|0	0.3092	0.9275	0.2340
MTHFR	P0C0S5	H2AFZ	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|5|0	7	3	0.13	0.17|0.21|0.00	1|0|0	0.1283	0.2100	0.3845
MTHFR	Q1ED39	KNOP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UBM7	DHCR7	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.90	0.95|0.88|0.92	0|0|0	0.9183	0.9550	0.0349
MTHFR	O95793	STAU1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|4|7	18	3	0.98	0.98|0.97|0.98	0|0|0	0.9800	0.9850	0.0110
MTHFR	O14559	ARHGAP33	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q15084	PDIA6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.90	0.95|0.85|0.93	0|0|0	0.9100	0.9475	0.0377
MTHFR	P02545	LMNA	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|22|0	22	3	0.33	0.00|0.98|0.00	0|0|0	0.3275	0.9825	0.1651
MTHFR	P40429	RPL13A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|6|6	16	3	0.95	0.94|0.94|0.96	0|0|0	0.9475	0.9600	0.0227
MTHFR	Q96DI7	SNRNP40	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.31	0.00|0.94|0.00	0|0|0	0.3117	0.9350	0.2236
MTHFR	Q12830	BPTF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q13838	DDX39B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|8|1	10	3	0.93	0.91|0.98|0.87	0|0|0	0.9192	0.9775	0.0341
MTHFR	Q8N163	CCAR2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|8|10	27	3	1.00	0.99|0.99|1.00	0|0|0	0.9925	0.9950	0.0034
MTHFR	P19105	MYL12A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|8|1	11	3	0.94	0.97|0.98|0.88	0|0|0	0.9433	0.9800	0.0240
MTHFR	Q15393	SF3B3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|21|2	26	3	0.94	0.98|1.00|0.89	0|0|0	0.9550	0.9950	0.0201
MTHFR	A0A075B6S2	IGKV2D-29	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	12|7|11	30	3	0.00	0.00|0.00|0.00	15|11|15	0.0000	0.0000	0.8885
MTHFR	Q9H4L4	SENP3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.28	0.00|0.85|0.00	0|0|0	0.2842	0.8525	0.3008
MTHFR	Q13885	TUBB2A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9NP79	VTA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9BTX1	NDC1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|0	3	3	0.53	0.79|0.83|0.00	0|0|0	0.5400	0.8300	0.1224
MTHFR	P05387	RPLP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|6|10	25	3	0.98	0.99|0.97|0.99	0|0|0	0.9842	0.9925	0.0087
MTHFR	Q08AM6	VAC14	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.26	0.00|0.00|0.81	0|0|0	0.2683	0.8050	0.3265
MTHFR	P78346	RPP30	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P78347	GTF2I	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|14|0	15	3	0.51	0.55|0.96|0.00	0|0|0	0.5050	0.9625	0.1322
MTHFR	P05388	RPLP0	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	7|8|8	23	3	0.98	0.98|0.98|0.98	0|0|0	0.9800	0.9800	0.0110
MTHFR	P62979	RPS27A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	8|7|11	26	3	0.31	0.42|0.08|0.49	1|1|0	0.3325	0.4925	0.1576
MTHFR	Q7Z7K6	CENPV	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q04323	UBXN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|1|2	8	3	0.88	0.95|0.80|0.96	0|0|0	0.9050	0.9600	0.0383
MTHFR	Q15006	EMC2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|0|4	8	3	0.69	0.97|0.00|0.98	0|0|0	0.6492	0.9775	0.0569
MTHFR	Q9GZR7	DDX24	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.22	0.00|0.62|0.00	0|0|0	0.2058	0.6175	0.3680
MTHFR	O00567	NOP56	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|10|0	11	3	0.56	0.77|0.99|0.00	0|0|0	0.5883	0.9900	0.1058
MTHFR	P53396	ACLY	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	11|10|11	32	3	1.00	1.00|1.00|1.00	0|0|0	0.9950	0.9950	0.0021
MTHFR	P07355	ANXA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|5|1	8	3	0.95	0.97|0.96|0.92	0|0|0	0.9533	0.9700	0.0206
MTHFR	P20618	PSMB1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|2|1	4	3	0.94	0.92|0.96|0.93	0|0|0	0.9392	0.9650	0.0259
MTHFR	Q15291	RBBP5	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q7Z4V5	HDGFL2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.28	0.00|0.74|0.00	0|0|0	0.2467	0.7400	0.3506
MTHFR	P62280	RPS11	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|4|5	18	3	0.97	1.00|0.95|0.97	0|0|0	0.9758	1.0000	0.0134
MTHFR	O95453	PARN	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	O43347	MSI1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|1|2	4	3	0.87	0.89|0.84|0.94	0|0|0	0.8950	0.9450	0.0424
MTHFR	Q15008	PSMD6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P67809	YBX1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|2|3	8	3	0.95	0.94|0.96|0.96	0|0|0	0.9542	0.9625	0.0204
MTHFR	Q15149	PLEC	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	5|37|3	45	3	0.90	0.93|0.99|0.80	0|0|0	0.9058	0.9900	0.0382
MTHFR	P39656	DDOST	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	6|3|5	14	3	0.97	0.98|0.96|0.98	0|0|0	0.9775	0.9850	0.0130
MTHFR	P25786	PSMA1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|3	7	3	0.95	0.95|0.96|0.96	0|0|0	0.9592	0.9650	0.0186
MTHFR	P25787	PSMA2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|2|3	7	3	0.96	0.95|0.94|0.96	0|0|0	0.9533	0.9650	0.0205
MTHFR	Q15366	PCBP2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|7|5	13	3	0.11	0.07|0.12|0.14	1|0|0	0.1117	0.1425	0.3883
MTHFR	P25789	PSMA4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|2	2	3	0.29	0.00|0.00|0.94	0|0|0	0.3133	0.9400	0.2175
MTHFR	O60573	EIF4E2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.62	0.94|0.00|0.92	0|0|0	0.6192	0.9400	0.0710
MTHFR	Q15365	PCBP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	4|6|7	17	3	0.98	0.98|0.98|0.99	0|0|0	0.9817	0.9875	0.0098
MTHFR	Q8IXT5	RBM12B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q7L576	CYFIP1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.13	0.00|0.44|0.00	0|0|0	0.1458	0.4375	0.3813
MTHFR	Q5VTL8	PRPF38B	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|2|0	2	3	0.29	0.00|0.80|0.00	0|0|0	0.2667	0.8000	0.3286
MTHFR	O15226	NKRF	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.28	0.00|0.88|0.00	0|0|0	0.2917	0.8750	0.2869
MTHFR	P41250	GARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	P29401	TKT	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|1	5	3	0.93	0.91|0.96|0.90	0|0|0	0.9258	0.9650	0.0313
MTHFR	Q9UMS4	PRPF19	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|10|0	13	3	0.66	0.97|0.99|0.00	0|0|0	0.6542	0.9875	0.0546
MTHFR	O60343	TBC1D4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|2	3	3	0.46	0.61|0.00|0.78	0|0|0	0.4625	0.7775	0.1432
MTHFR	O60341	KDM1A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.23	0.00|0.74|0.00	0|0|0	0.2467	0.7400	0.3506
MTHFR	Q9H0S4	DDX47	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|3|0	3	3	0.32	0.00|0.91|0.00	0|0|0	0.3050	0.9150	0.2501
MTHFR	Q8IZH2	XRN1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9P2J5	LARS	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	10|7|14	31	3	1.00	1.00|0.99|1.00	0|0|0	0.9958	0.9975	0.0017
MTHFR	P35244	RPA3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	1|3|0	4	3	0.59	0.89|0.92|0.00	0|0|0	0.6042	0.9250	0.0876
MTHFR	Q10570	CPSF1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|4|0	4	3	0.22	0.00|0.69|0.00	0|0|0	0.2317	0.6950	0.3578
MTHFR	P18085	ARF4	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|1|1	4	3	0.01	0.03|0.00|0.00	1|0|1	0.0117	0.0275	0.4129
MTHFR	P39023	RPL3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	9|10|8	27	3	0.98	0.98|0.97|0.97	0|0|0	0.9767	0.9800	0.0133
MTHFR	O75436	VPS26A	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|1|1	5	3	0.90	0.95|0.87|0.92	0|0|0	0.9142	0.9550	0.0361
MTHFR	Q9ULW0	TPX2	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8885
MTHFR	Q9UM54	MYO6	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	2|0|1	3	3	0.44	0.76|0.00|0.57	0|0|0	0.4442	0.7600	0.1478
MTHFR	O75533	SF3B1	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	0|18|2	20	3	0.60	0.00|0.98|0.75	0|0|0	0.5742	0.9775	0.1130
MTHFR	P61158	ACTR3	IP_MTHFR_WT5F|IP_MTHFR_WT1F|IP_MTHFR_WT18F	3|3|3	9	3	0.95	0.95|0.96|0.96	0|0|0	0.9592	0.9650	0.0186
