#BaitName_Condition,#APName,#PreyName,#SpectralCounts
CONTROL,EV18F,Q15208,12
CONTROL,EV18F,P62244,1
CONTROL,EV18F,O75688,9
CONTROL,EV18F,P62826,2
CONTROL,EV18F,A0A0A0MRZ7,15
CONTROL,EV18F,A2NJV5,15
CONTROL,EV18F,A0A075B6S2,15
CONTROL,EV18F,P68032,1
CONTROL,EV18F,P68133,1
CONTROL,EV18F,P60709,5
CONTROL,EV18F,P63261,5
CONTROL,EV18F,P0DMV8,11
CONTROL,EV18F,P0DMV9,11
CONTROL,EV18F,P35908,3
CONTROL,EV18F,P04264,12
CONTROL,EV18F,P84243,2
CONTROL,EV18F,Q16695,2
CONTROL,EV18F,P68431,2
CONTROL,EV18F,Q71DI3,2
CONTROL,EV18F,P05141,2
CONTROL,EV18F,P11142,11
CONTROL,EV18F,Q6P3W7,12
CONTROL,EV18F,Q5VTE0,2
CONTROL,EV18F,P08670,2
CONTROL,EV18F,P22061,1
CONTROL,EV18F,O60814,2
CONTROL,EV18F,Q93079,2
CONTROL,EV18F,P58876,2
CONTROL,EV18F,Q99879,2
CONTROL,EV18F,P57053,2
CONTROL,EV18F,P62807,2
CONTROL,EV18F,Q99880,2
CONTROL,EV18F,Q99877,2
CONTROL,EV18F,Q5QNW6,2
CONTROL,EV18F,P33778,1
CONTROL,EV18F,P23527,1
CONTROL,EV18F,P06899,1
CONTROL,EV18F,Q16778,1
CONTROL,EV18F,P62249,4
CONTROL,EV18F,P38646,9
CONTROL,EV18F,P62851,2
CONTROL,EV18F,O43175,1
CONTROL,EV18F,P62805,9
CONTROL,EV18F,P62701,1
CONTROL,EV18F,P19474,8
CONTROL,EV18F,P13645,7
CONTROL,EV18F,P68371,1
CONTROL,EV18F,P07437,1
CONTROL,EV18F,O14744,1
CONTROL,EV18F,Q9NU22,1
CONTROL,EV18F,P10412,2
CONTROL,EV18F,P62861,1
CONTROL,EV18F,P46783,1
CONTROL,EV18F,P13647,1
CONTROL,EV18F,P35527,2
CONTROL,EV18F,P81605,2
CONTROL,EV18F,P01859,2
CONTROL,EV18F,P18085,1
CONTROL,EV18F,P22626,3
CONTROL,EV18F,P62266,1
CONTROL,EV18F,P11021,4
CONTROL,EV18F,P09651,2
CONTROL,EV18F,P62269,1
CONTROL,EV18F,P61978,3
CONTROL,EV18F,Q9GZS1,1
CONTROL,EV18F,P46060,1
CONTROL,EV18F,P01834,4
CONTROL,EV18F,P62913,1
CONTROL,EV18F,P63173,1
CONTROL,EV18F,P32969,1
CONTROL,EV18F,Q7Z333,1
CONTROL,EV18F,P62277,1
CONTROL,EV18F,P01857,1
CONTROL,EV18F,P23528,1
CONTROL,EV18F,P62081,1
CONTROL,EV18F,P11387,1
CONTROL,EV18F,P61160,1
MTHFR_trunc,MTHFR_trunc18F,P42898,566
MTHFR_trunc,MTHFR_trunc18F,P40429,4
MTHFR_trunc,MTHFR_trunc18F,P54577,5
MTHFR_trunc,MTHFR_trunc18F,Q86VP6,9
MTHFR_trunc,MTHFR_trunc18F,P61011,2
MTHFR_trunc,MTHFR_trunc18F,P07900,25
MTHFR_trunc,MTHFR_trunc18F,P08238,27
MTHFR_trunc,MTHFR_trunc18F,P51991,1
MTHFR_trunc,MTHFR_trunc18F,P09651,11
MTHFR_trunc,MTHFR_trunc18F,P22626,10
MTHFR_trunc,MTHFR_trunc18F,Q13151,2
MTHFR_trunc,MTHFR_trunc18F,P35250,2
MTHFR_trunc,MTHFR_trunc18F,P00338,4
MTHFR_trunc,MTHFR_trunc18F,Q9NTJ3,4
MTHFR_trunc,MTHFR_trunc18F,P62701,22
MTHFR_trunc,MTHFR_trunc18F,P62910,3
MTHFR_trunc,MTHFR_trunc18F,P78371,22
MTHFR_trunc,MTHFR_trunc18F,P84098,2
MTHFR_trunc,MTHFR_trunc18F,P06748,3
MTHFR_trunc,MTHFR_trunc18F,P39656,3
MTHFR_trunc,MTHFR_trunc18F,P35998,2
MTHFR_trunc,MTHFR_trunc18F,P62280,8
MTHFR_trunc,MTHFR_trunc18F,P05388,11
MTHFR_trunc,MTHFR_trunc18F,P62244,7
MTHFR_trunc,MTHFR_trunc18F,P32969,10
MTHFR_trunc,MTHFR_trunc18F,Q00577,2
MTHFR_trunc,MTHFR_trunc18F,Q08752,1
MTHFR_trunc,MTHFR_trunc18F,P21333,22
MTHFR_trunc,MTHFR_trunc18F,P27635,9
MTHFR_trunc,MTHFR_trunc18F,P13639,35
MTHFR_trunc,MTHFR_trunc18F,P61353,4
MTHFR_trunc,MTHFR_trunc18F,O75832,2
MTHFR_trunc,MTHFR_trunc18F,P05198,2
MTHFR_trunc,MTHFR_trunc18F,P62899,6
MTHFR_trunc,MTHFR_trunc18F,Q9Y224,2
MTHFR_trunc,MTHFR_trunc18F,Q9BRX2,3
MTHFR_trunc,MTHFR_trunc18F,P40227,17
MTHFR_trunc,MTHFR_trunc18F,P62826,7
MTHFR_trunc,MTHFR_trunc18F,P49368,10
MTHFR_trunc,MTHFR_trunc18F,O14980,4
MTHFR_trunc,MTHFR_trunc18F,P62195,2
MTHFR_trunc,MTHFR_trunc18F,P26373,9
MTHFR_trunc,MTHFR_trunc18F,P12277,6
MTHFR_trunc,MTHFR_trunc18F,P51149,4
MTHFR_trunc,MTHFR_trunc18F,Q99832,9
MTHFR_trunc,MTHFR_trunc18F,P27816,6
MTHFR_trunc,MTHFR_trunc18F,P43487,6
MTHFR_trunc,MTHFR_trunc18F,Q9Y2Z0,4
MTHFR_trunc,MTHFR_trunc18F,P09496,4
MTHFR_trunc,MTHFR_trunc18F,P26641,9
MTHFR_trunc,MTHFR_trunc18F,Q7Z333,1
MTHFR_trunc,MTHFR_trunc18F,P31689,23
MTHFR_trunc,MTHFR_trunc18F,Q9UNX3,5
MTHFR_trunc,MTHFR_trunc18F,P61254,5
MTHFR_trunc,MTHFR_trunc18F,P41252,17
MTHFR_trunc,MTHFR_trunc18F,P11142,37
MTHFR_trunc,MTHFR_trunc18F,P18077,3
MTHFR_trunc,MTHFR_trunc18F,P62847,1
MTHFR_trunc,MTHFR_trunc18F,Q4G0F5,1
MTHFR_trunc,MTHFR_trunc18F,O75436,1
MTHFR_trunc,MTHFR_trunc18F,P28066,2
MTHFR_trunc,MTHFR_trunc18F,P61081,2
MTHFR_trunc,MTHFR_trunc18F,P06493,5
MTHFR_trunc,MTHFR_trunc18F,P63241,10
MTHFR_trunc,MTHFR_trunc18F,P84090,1
MTHFR_trunc,MTHFR_trunc18F,A0A0A0MRZ7,12
MTHFR_trunc,MTHFR_trunc18F,A2NJV5,12
MTHFR_trunc,MTHFR_trunc18F,A0A075B6S2,12
MTHFR_trunc,MTHFR_trunc18F,P62249,13
MTHFR_trunc,MTHFR_trunc18F,Q5VTE0,10
MTHFR_trunc,MTHFR_trunc18F,P0CG48,11
MTHFR_trunc,MTHFR_trunc18F,P62979,11
MTHFR_trunc,MTHFR_trunc18F,P0CG47,11
MTHFR_trunc,MTHFR_trunc18F,P62987,11
MTHFR_trunc,MTHFR_trunc18F,Q9NZI8,7
MTHFR_trunc,MTHFR_trunc18F,P22087,1
MTHFR_trunc,MTHFR_trunc18F,P18085,2
MTHFR_trunc,MTHFR_trunc18F,P36578,15
MTHFR_trunc,MTHFR_trunc18F,P25787,3
MTHFR_trunc,MTHFR_trunc18F,Q9Y678,6
MTHFR_trunc,MTHFR_trunc18F,P22314,3
MTHFR_trunc,MTHFR_trunc18F,P23246,5
MTHFR_trunc,MTHFR_trunc18F,P50991,15
MTHFR_trunc,MTHFR_trunc18F,P06737,1
MTHFR_trunc,MTHFR_trunc18F,Q14204,30
MTHFR_trunc,MTHFR_trunc18F,Q14152,9
MTHFR_trunc,MTHFR_trunc18F,Q02878,15
MTHFR_trunc,MTHFR_trunc18F,P84243,5
MTHFR_trunc,MTHFR_trunc18F,Q16695,5
MTHFR_trunc,MTHFR_trunc18F,P68431,5
MTHFR_trunc,MTHFR_trunc18F,Q71DI3,5
MTHFR_trunc,MTHFR_trunc18F,P39023,8
MTHFR_trunc,MTHFR_trunc18F,P32119,7
MTHFR_trunc,MTHFR_trunc18F,P78527,10
MTHFR_trunc,MTHFR_trunc18F,P56192,4
MTHFR_trunc,MTHFR_trunc18F,Q14137,1
MTHFR_trunc,MTHFR_trunc18F,P42766,4
MTHFR_trunc,MTHFR_trunc18F,Q04637,23
MTHFR_trunc,MTHFR_trunc18F,P61247,9
MTHFR_trunc,MTHFR_trunc18F,P27708,22
MTHFR_trunc,MTHFR_trunc18F,P25685,11
MTHFR_trunc,MTHFR_trunc18F,P84077,2
MTHFR_trunc,MTHFR_trunc18F,P61204,2
MTHFR_trunc,MTHFR_trunc18F,A6NDG6,3
MTHFR_trunc,MTHFR_trunc18F,P23396,12
MTHFR_trunc,MTHFR_trunc18F,Q9Y285,2
MTHFR_trunc,MTHFR_trunc18F,P61163,4
MTHFR_trunc,MTHFR_trunc18F,P68032,1
MTHFR_trunc,MTHFR_trunc18F,P68133,1
MTHFR_trunc,MTHFR_trunc18F,P60709,9
MTHFR_trunc,MTHFR_trunc18F,P63261,9
MTHFR_trunc,MTHFR_trunc18F,O43390,3
MTHFR_trunc,MTHFR_trunc18F,P0DMV8,53
MTHFR_trunc,MTHFR_trunc18F,P0DMV9,53
MTHFR_trunc,MTHFR_trunc18F,P06733,12
MTHFR_trunc,MTHFR_trunc18F,P04075,13
MTHFR_trunc,MTHFR_trunc18F,Q15365,6
MTHFR_trunc,MTHFR_trunc18F,Q15366,3
MTHFR_trunc,MTHFR_trunc18F,P62829,7
MTHFR_trunc,MTHFR_trunc18F,P06753,1
MTHFR_trunc,MTHFR_trunc18F,O14617,1
MTHFR_trunc,MTHFR_trunc18F,P54136,8
MTHFR_trunc,MTHFR_trunc18F,P49756,1
MTHFR_trunc,MTHFR_trunc18F,P19338,9
MTHFR_trunc,MTHFR_trunc18F,P46781,17
MTHFR_trunc,MTHFR_trunc18F,P62917,7
MTHFR_trunc,MTHFR_trunc18F,P31948,14
MTHFR_trunc,MTHFR_trunc18F,Q9UGI8,5
MTHFR_trunc,MTHFR_trunc18F,P62906,6
MTHFR_trunc,MTHFR_trunc18F,P27694,5
MTHFR_trunc,MTHFR_trunc18F,Q99615,10
MTHFR_trunc,MTHFR_trunc18F,P11940,10
MTHFR_trunc,MTHFR_trunc18F,P18124,10
MTHFR_trunc,MTHFR_trunc18F,Q9HB71,11
MTHFR_trunc,MTHFR_trunc18F,Q14247,8
MTHFR_trunc,MTHFR_trunc18F,O60884,12
MTHFR_trunc,MTHFR_trunc18F,O43242,4
MTHFR_trunc,MTHFR_trunc18F,P62081,12
MTHFR_trunc,MTHFR_trunc18F,Q86Y56,1
MTHFR_trunc,MTHFR_trunc18F,Q00610,26
MTHFR_trunc,MTHFR_trunc18F,O76021,1
MTHFR_trunc,MTHFR_trunc18F,Q92616,18
MTHFR_trunc,MTHFR_trunc18F,P28340,1
MTHFR_trunc,MTHFR_trunc18F,P49327,50
MTHFR_trunc,MTHFR_trunc18F,P15531,4
MTHFR_trunc,MTHFR_trunc18F,P22392,3
MTHFR_trunc,MTHFR_trunc18F,Q92973,2
MTHFR_trunc,MTHFR_trunc18F,P63244,4
MTHFR_trunc,MTHFR_trunc18F,Q92974,3
MTHFR_trunc,MTHFR_trunc18F,P62277,15
MTHFR_trunc,MTHFR_trunc18F,Q9BV20,2
MTHFR_trunc,MTHFR_trunc18F,P62913,4
MTHFR_trunc,MTHFR_trunc18F,Q9P2J5,15
MTHFR_trunc,MTHFR_trunc18F,P48643,17
MTHFR_trunc,MTHFR_trunc18F,P46783,6
MTHFR_trunc,MTHFR_trunc18F,P22234,3
MTHFR_trunc,MTHFR_trunc18F,O15212,2
MTHFR_trunc,MTHFR_trunc18F,P14618,23
MTHFR_trunc,MTHFR_trunc18F,P25786,3
MTHFR_trunc,MTHFR_trunc18F,P61289,1
MTHFR_trunc,MTHFR_trunc18F,P26639,2
MTHFR_trunc,MTHFR_trunc18F,Q9UMR2,2
MTHFR_trunc,MTHFR_trunc18F,Q9NUU7,2
MTHFR_trunc,MTHFR_trunc18F,O00571,7
MTHFR_trunc,MTHFR_trunc18F,P61221,5
MTHFR_trunc,MTHFR_trunc18F,Q9ULX3,3
MTHFR_trunc,MTHFR_trunc18F,P33176,6
MTHFR_trunc,MTHFR_trunc18F,Q9Y3I0,5
MTHFR_trunc,MTHFR_trunc18F,O43318,2
MTHFR_trunc,MTHFR_trunc18F,P62937,9
MTHFR_trunc,MTHFR_trunc18F,Q6FI13,7
MTHFR_trunc,MTHFR_trunc18F,P0C0S5,2
MTHFR_trunc,MTHFR_trunc18F,Q71UI9,2
MTHFR_trunc,MTHFR_trunc18F,P62424,6
MTHFR_trunc,MTHFR_trunc18F,P15880,12
MTHFR_trunc,MTHFR_trunc18F,P12236,1
MTHFR_trunc,MTHFR_trunc18F,P05141,3
MTHFR_trunc,MTHFR_trunc18F,P17812,4
MTHFR_trunc,MTHFR_trunc18F,P05387,9
MTHFR_trunc,MTHFR_trunc18F,Q02790,11
MTHFR_trunc,MTHFR_trunc18F,P04406,7
MTHFR_trunc,MTHFR_trunc18F,P08670,31
MTHFR_trunc,MTHFR_trunc18F,Q05639,2
MTHFR_trunc,MTHFR_trunc18F,P60228,5
MTHFR_trunc,MTHFR_trunc18F,P46779,3
MTHFR_trunc,MTHFR_trunc18F,P20042,4
MTHFR_trunc,MTHFR_trunc18F,P53396,9
MTHFR_trunc,MTHFR_trunc18F,P17844,4
MTHFR_trunc,MTHFR_trunc18F,Q92841,2
MTHFR_trunc,MTHFR_trunc18F,Q9UNH7,1
MTHFR_trunc,MTHFR_trunc18F,Q14008,11
MTHFR_trunc,MTHFR_trunc18F,P09874,9
MTHFR_trunc,MTHFR_trunc18F,Q6P2Q9,3
MTHFR_trunc,MTHFR_trunc18F,Q9H9B4,3
MTHFR_trunc,MTHFR_trunc18F,P23284,2
MTHFR_trunc,MTHFR_trunc18F,P18206,6
MTHFR_trunc,MTHFR_trunc18F,Q9Y6E2,1
MTHFR_trunc,MTHFR_trunc18F,P63162,1
MTHFR_trunc,MTHFR_trunc18F,P14678,1
MTHFR_trunc,MTHFR_trunc18F,P50990,18
MTHFR_trunc,MTHFR_trunc18F,Q15233,5
MTHFR_trunc,MTHFR_trunc18F,P46778,6
MTHFR_trunc,MTHFR_trunc18F,P63165,1
MTHFR_trunc,MTHFR_trunc18F,P61313,4
MTHFR_trunc,MTHFR_trunc18F,Q8N163,6
MTHFR_trunc,MTHFR_trunc18F,P11586,19
MTHFR_trunc,MTHFR_trunc18F,P08243,3
MTHFR_trunc,MTHFR_trunc18F,O95816,1
MTHFR_trunc,MTHFR_trunc18F,O43143,2
MTHFR_trunc,MTHFR_trunc18F,O43175,9
MTHFR_trunc,MTHFR_trunc18F,Q96HC4,4
MTHFR_trunc,MTHFR_trunc18F,Q969Q0,1
MTHFR_trunc,MTHFR_trunc18F,P83881,1
MTHFR_trunc,MTHFR_trunc18F,Q9BQE3,1
MTHFR_trunc,MTHFR_trunc18F,P68366,1
MTHFR_trunc,MTHFR_trunc18F,Q71U36,3
MTHFR_trunc,MTHFR_trunc18F,A6NHL2,1
MTHFR_trunc,MTHFR_trunc18F,O15372,3
MTHFR_trunc,MTHFR_trunc18F,P42167,1
MTHFR_trunc,MTHFR_trunc18F,Q02543,1
MTHFR_trunc,MTHFR_trunc18F,Q00796,3
MTHFR_trunc,MTHFR_trunc18F,P47914,2
MTHFR_trunc,MTHFR_trunc18F,P46777,3
MTHFR_trunc,MTHFR_trunc18F,Q14103,3
MTHFR_trunc,MTHFR_trunc18F,O14979,1
MTHFR_trunc,MTHFR_trunc18F,Q9Y4R8,2
MTHFR_trunc,MTHFR_trunc18F,P23528,4
MTHFR_trunc,MTHFR_trunc18F,Q06830,5
MTHFR_trunc,MTHFR_trunc18F,O00232,3
MTHFR_trunc,MTHFR_trunc18F,P78347,1
MTHFR_trunc,MTHFR_trunc18F,Q92945,1
MTHFR_trunc,MTHFR_trunc18F,Q9Y266,14
MTHFR_trunc,MTHFR_trunc18F,P46977,1
MTHFR_trunc,MTHFR_trunc18F,P43307,2
MTHFR_trunc,MTHFR_trunc18F,O60506,4
MTHFR_trunc,MTHFR_trunc18F,P11387,1
MTHFR_trunc,MTHFR_trunc18F,Q99729,4
MTHFR_trunc,MTHFR_trunc18F,P78344,8
MTHFR_trunc,MTHFR_trunc18F,Q9P035,7
MTHFR_trunc,MTHFR_trunc18F,Q9BWF3,1
MTHFR_trunc,MTHFR_trunc18F,P41250,1
MTHFR_trunc,MTHFR_trunc18F,Q9UQ80,5
MTHFR_trunc,MTHFR_trunc18F,P25205,4
MTHFR_trunc,MTHFR_trunc18F,Q13442,1
MTHFR_trunc,MTHFR_trunc18F,Q9Y5A9,1
MTHFR_trunc,MTHFR_trunc18F,Q7Z739,1
MTHFR_trunc,MTHFR_trunc18F,Q93008,2
MTHFR_trunc,MTHFR_trunc18F,P50402,5
MTHFR_trunc,MTHFR_trunc18F,Q14157,8
MTHFR_trunc,MTHFR_trunc18F,P07814,16
MTHFR_trunc,MTHFR_trunc18F,P62854,2
MTHFR_trunc,MTHFR_trunc18F,Q9P0I2,1
MTHFR_trunc,MTHFR_trunc18F,O14654,19
MTHFR_trunc,MTHFR_trunc18F,P22061,5
MTHFR_trunc,MTHFR_trunc18F,Q14244,3
MTHFR_trunc,MTHFR_trunc18F,P07910,6
MTHFR_trunc,MTHFR_trunc18F,P49588,4
MTHFR_trunc,MTHFR_trunc18F,P26599,9
MTHFR_trunc,MTHFR_trunc18F,P62269,10
MTHFR_trunc,MTHFR_trunc18F,P62241,8
MTHFR_trunc,MTHFR_trunc18F,P55072,2
MTHFR_trunc,MTHFR_trunc18F,Q92900,12
MTHFR_trunc,MTHFR_trunc18F,O60814,2
MTHFR_trunc,MTHFR_trunc18F,Q93079,2
MTHFR_trunc,MTHFR_trunc18F,P58876,2
MTHFR_trunc,MTHFR_trunc18F,Q99879,2
MTHFR_trunc,MTHFR_trunc18F,P57053,2
MTHFR_trunc,MTHFR_trunc18F,P62807,2
MTHFR_trunc,MTHFR_trunc18F,Q99880,2
MTHFR_trunc,MTHFR_trunc18F,Q99877,2
MTHFR_trunc,MTHFR_trunc18F,Q5QNW6,2
MTHFR_trunc,MTHFR_trunc18F,P33778,1
MTHFR_trunc,MTHFR_trunc18F,P23527,1
MTHFR_trunc,MTHFR_trunc18F,P06899,1
MTHFR_trunc,MTHFR_trunc18F,Q16778,1
MTHFR_trunc,MTHFR_trunc18F,P55060,7
MTHFR_trunc,MTHFR_trunc18F,Q9NSD9,5
MTHFR_trunc,MTHFR_trunc18F,P0DP25,2
MTHFR_trunc,MTHFR_trunc18F,P0DP24,2
MTHFR_trunc,MTHFR_trunc18F,P0DP23,2
MTHFR_trunc,MTHFR_trunc18F,Q86XL3,3
MTHFR_trunc,MTHFR_trunc18F,P57088,2
MTHFR_trunc,MTHFR_trunc18F,Q00535,2
MTHFR_trunc,MTHFR_trunc18F,P60842,6
MTHFR_trunc,MTHFR_trunc18F,Q5VYK3,7
MTHFR_trunc,MTHFR_trunc18F,Q9NR46,2
MTHFR_trunc,MTHFR_trunc18F,P83731,3
MTHFR_trunc,MTHFR_trunc18F,P46776,3
MTHFR_trunc,MTHFR_trunc18F,P13797,7
MTHFR_trunc,MTHFR_trunc18F,P39019,3
MTHFR_trunc,MTHFR_trunc18F,O75369,3
MTHFR_trunc,MTHFR_trunc18F,P51617,4
MTHFR_trunc,MTHFR_trunc18F,P08240,5
MTHFR_trunc,MTHFR_trunc18F,Q96KC8,1
MTHFR_trunc,MTHFR_trunc18F,P17987,14
MTHFR_trunc,MTHFR_trunc18F,P62851,3
MTHFR_trunc,MTHFR_trunc18F,Q9HCE1,1
MTHFR_trunc,MTHFR_trunc18F,Q8WUM4,1
MTHFR_trunc,MTHFR_trunc18F,P36543,7
MTHFR_trunc,MTHFR_trunc18F,O15160,1
MTHFR_trunc,MTHFR_trunc18F,P40938,1
MTHFR_trunc,MTHFR_trunc18F,Q9UBM7,1
MTHFR_trunc,MTHFR_trunc18F,Q6UWE0,1
MTHFR_trunc,MTHFR_trunc18F,P49207,1
MTHFR_trunc,MTHFR_trunc18F,Q9BPX3,1
MTHFR_trunc,MTHFR_trunc18F,Q99459,1
MTHFR_trunc,MTHFR_trunc18F,P04843,10
MTHFR_trunc,MTHFR_trunc18F,Q16181,5
MTHFR_trunc,MTHFR_trunc18F,Q9UG63,3
MTHFR_trunc,MTHFR_trunc18F,P62834,2
MTHFR_trunc,MTHFR_trunc18F,P61224,2
MTHFR_trunc,MTHFR_trunc18F,P12004,1
MTHFR_trunc,MTHFR_trunc18F,O94905,1
MTHFR_trunc,MTHFR_trunc18F,P35580,3
MTHFR_trunc,MTHFR_trunc18F,P52272,15
MTHFR_trunc,MTHFR_trunc18F,P62753,2
MTHFR_trunc,MTHFR_trunc18F,Q86U42,1
MTHFR_trunc,MTHFR_trunc18F,Q9Y490,7
MTHFR_trunc,MTHFR_trunc18F,P62805,17
MTHFR_trunc,MTHFR_trunc18F,P35579,6
MTHFR_trunc,MTHFR_trunc18F,O75396,5
MTHFR_trunc,MTHFR_trunc18F,P49591,2
MTHFR_trunc,MTHFR_trunc18F,Q92615,4
MTHFR_trunc,MTHFR_trunc18F,P62258,5
MTHFR_trunc,MTHFR_trunc18F,Q00839,7
MTHFR_trunc,MTHFR_trunc18F,P30566,2
MTHFR_trunc,MTHFR_trunc18F,Q9H3U1,5
MTHFR_trunc,MTHFR_trunc18F,P47897,7
MTHFR_trunc,MTHFR_trunc18F,P54727,3
MTHFR_trunc,MTHFR_trunc18F,Q9UN86,5
MTHFR_trunc,MTHFR_trunc18F,P16615,13
MTHFR_trunc,MTHFR_trunc18F,P46060,10
MTHFR_trunc,MTHFR_trunc18F,P20618,3
MTHFR_trunc,MTHFR_trunc18F,O75534,4
MTHFR_trunc,MTHFR_trunc18F,P59998,1
MTHFR_trunc,MTHFR_trunc18F,P37802,3
MTHFR_trunc,MTHFR_trunc18F,P61978,13
MTHFR_trunc,MTHFR_trunc18F,P51114,4
MTHFR_trunc,MTHFR_trunc18F,P04264,11
MTHFR_trunc,MTHFR_trunc18F,Q9Y3F4,4
MTHFR_trunc,MTHFR_trunc18F,Q9HAV0,2
MTHFR_trunc,MTHFR_trunc18F,Q96AG4,6
MTHFR_trunc,MTHFR_trunc18F,P28482,2
MTHFR_trunc,MTHFR_trunc18F,P38919,1
MTHFR_trunc,MTHFR_trunc18F,Q00341,14
MTHFR_trunc,MTHFR_trunc18F,O43447,1
MTHFR_trunc,MTHFR_trunc18F,P28074,2
MTHFR_trunc,MTHFR_trunc18F,P60660,3
MTHFR_trunc,MTHFR_trunc18F,P23258,3
MTHFR_trunc,MTHFR_trunc18F,Q9NRH3,3
MTHFR_trunc,MTHFR_trunc18F,Q13561,6
MTHFR_trunc,MTHFR_trunc18F,P50395,2
MTHFR_trunc,MTHFR_trunc18F,Q16204,1
MTHFR_trunc,MTHFR_trunc18F,P18031,1
MTHFR_trunc,MTHFR_trunc18F,P13010,3
MTHFR_trunc,MTHFR_trunc18F,Q9Y230,14
MTHFR_trunc,MTHFR_trunc18F,P68371,2
MTHFR_trunc,MTHFR_trunc18F,P07437,26
MTHFR_trunc,MTHFR_trunc18F,P04350,1
MTHFR_trunc,MTHFR_trunc18F,Q9UHB9,3
MTHFR_trunc,MTHFR_trunc18F,Q99956,5
MTHFR_trunc,MTHFR_trunc18F,A0FGR8,1
MTHFR_trunc,MTHFR_trunc18F,Q99829,3
MTHFR_trunc,MTHFR_trunc18F,Q9UHD8,1
MTHFR_trunc,MTHFR_trunc18F,P19623,2
MTHFR_trunc,MTHFR_trunc18F,Q13885,1
MTHFR_trunc,MTHFR_trunc18F,Q9BVA1,1
MTHFR_trunc,MTHFR_trunc18F,P19388,2
MTHFR_trunc,MTHFR_trunc18F,P62266,3
MTHFR_trunc,MTHFR_trunc18F,P53621,12
MTHFR_trunc,MTHFR_trunc18F,Q8WWM7,4
MTHFR_trunc,MTHFR_trunc18F,P23526,3
MTHFR_trunc,MTHFR_trunc18F,Q9Y371,2
MTHFR_trunc,MTHFR_trunc18F,P54619,3
MTHFR_trunc,MTHFR_trunc18F,P63092,2
MTHFR_trunc,MTHFR_trunc18F,Q5JWF2,2
MTHFR_trunc,MTHFR_trunc18F,O43684,2
MTHFR_trunc,MTHFR_trunc18F,Q15149,4
MTHFR_trunc,MTHFR_trunc18F,Q03252,1
MTHFR_trunc,MTHFR_trunc18F,P14868,7
MTHFR_trunc,MTHFR_trunc18F,Q9UNE7,2
MTHFR_trunc,MTHFR_trunc18F,Q9Y265,14
MTHFR_trunc,MTHFR_trunc18F,P07305,1
MTHFR_trunc,MTHFR_trunc18F,Q05682,1
MTHFR_trunc,MTHFR_trunc18F,Q9NPF4,3
MTHFR_trunc,MTHFR_trunc18F,P25398,1
MTHFR_trunc,MTHFR_trunc18F,Q9NTK5,2
MTHFR_trunc,MTHFR_trunc18F,Q8NC51,6
MTHFR_trunc,MTHFR_trunc18F,P61026,1
MTHFR_trunc,MTHFR_trunc18F,Q9H0U4,1
MTHFR_trunc,MTHFR_trunc18F,Q16629,1
MTHFR_trunc,MTHFR_trunc18F,P16949,3
MTHFR_trunc,MTHFR_trunc18F,Q08211,11
MTHFR_trunc,MTHFR_trunc18F,Q96GD0,1
MTHFR_trunc,MTHFR_trunc18F,Q9UBQ0,1
MTHFR_trunc,MTHFR_trunc18F,Q96CS3,2
MTHFR_trunc,MTHFR_trunc18F,P23588,2
MTHFR_trunc,MTHFR_trunc18F,O00264,1
MTHFR_trunc,MTHFR_trunc18F,Q9UMS4,1
MTHFR_trunc,MTHFR_trunc18F,P84085,1
MTHFR_trunc,MTHFR_trunc18F,P22102,3
MTHFR_trunc,MTHFR_trunc18F,Q9NZB2,5
MTHFR_trunc,MTHFR_trunc18F,Q9HAV4,2
MTHFR_trunc,MTHFR_trunc18F,P55010,1
MTHFR_trunc,MTHFR_trunc18F,P62263,5
MTHFR_trunc,MTHFR_trunc18F,Q13310,3
MTHFR_trunc,MTHFR_trunc18F,P00558,5
MTHFR_trunc,MTHFR_trunc18F,O76003,5
MTHFR_trunc,MTHFR_trunc18F,P13473,1
MTHFR_trunc,MTHFR_trunc18F,P29692,3
MTHFR_trunc,MTHFR_trunc18F,P15311,1
MTHFR_trunc,MTHFR_trunc18F,P62318,1
MTHFR_trunc,MTHFR_trunc18F,Q15750,1
MTHFR_trunc,MTHFR_trunc18F,P50502,2
MTHFR_trunc,MTHFR_trunc18F,P10412,3
MTHFR_trunc,MTHFR_trunc18F,Q15417,2
MTHFR_trunc,MTHFR_trunc18F,P35249,2
MTHFR_trunc,MTHFR_trunc18F,P62861,2
MTHFR_trunc,MTHFR_trunc18F,O14744,2
MTHFR_trunc,MTHFR_trunc18F,P30153,8
MTHFR_trunc,MTHFR_trunc18F,P61758,5
MTHFR_trunc,MTHFR_trunc18F,O43592,1
MTHFR_trunc,MTHFR_trunc18F,Q07666,1
MTHFR_trunc,MTHFR_trunc18F,Q9Y2L1,7
MTHFR_trunc,MTHFR_trunc18F,Q99613,3
MTHFR_trunc,MTHFR_trunc18F,Q92499,4
MTHFR_trunc,MTHFR_trunc18F,P46379,3
MTHFR_trunc,MTHFR_trunc18F,Q8IWZ3,1
MTHFR_trunc,MTHFR_trunc18F,A5YKK6,3
MTHFR_trunc,MTHFR_trunc18F,Q92598,3
MTHFR_trunc,MTHFR_trunc18F,O75131,2
MTHFR_trunc,MTHFR_trunc18F,P52209,6
MTHFR_trunc,MTHFR_trunc18F,P35527,12
MTHFR_trunc,MTHFR_trunc18F,P53618,6
MTHFR_trunc,MTHFR_trunc18F,P17980,3
